,Path42,Path24,Path45,Path66
6439,0.0,26.386697977005973,0.0,0.0
6440,0.0,23.84071036702564,0.0,0.0
6441,0.0,17.02448734042534,0.0,0.0
6442,0.0,12.459110168961985,0.0,0.0
6443,0.0,11.234511150474107,0.0,0.0
6444,0.0,11.964102178452713,0.0,0.0
6445,0.0,14.869751444569795,0.0,0.0
6446,0.0,18.476596337597186,0.0,0.0
6447,0.0,19.07625326340733,0.0,0.0
6448,0.0,14.682098115700331,0.0,0.0
6449,0.0,26.783911466496892,0.0,0.0
6450,0.0,31.489656421671462,0.0,0.0
6451,0.0,15.44185956378916,0.0,0.0
6452,0.0,16.721875665045534,0.0,0.0
6453,0.0,30.63334343857909,0.0,0.0
6454,0.0,22.350036447889735,0.0,0.0
6455,0.0,22.423755195274925,0.0,0.0
6456,0.0,34.232218107493566,0.0,0.0
6457,0.0,46.361285557848845,0.0,0.0
6458,0.0,46.78884837083993,0.0,0.0
6459,0.0,50.95999541152986,0.0,0.0
6460,0.0,44.40380771879293,0.0,0.0
6461,0.0,52.96793173297078,0.0,0.0
6462,0.0,40.82025935830252,0.0,0.0
6463,0.0,40.010665290595014,0.0,0.0
6464,0.0,35.04849738938531,0.0,0.0
6465,0.0,41.27315187817513,0.0,0.0
6466,0.0,23.778854208072595,0.0,0.0
6467,0.0,30.88929880353025,0.0,0.0
6468,0.0,12.689910976585063,0.0,0.0
6469,0.0,14.340621279777306,0.0,0.0
6470,0.0,10.563999548884144,0.0,0.0
6471,0.0,25.107325295554475,0.0,0.0
6472,0.0,29.413155513962803,0.0,0.0
6473,0.0,23.523735674441298,0.0,0.0
6474,0.0,20.3578407823065,0.0,0.0
6475,0.0,24.48411084272101,0.0,0.0
6476,0.0,19.029224918149918,0.0,0.0
6477,0.0,9.612809084823143,0.0,0.0
6478,0.0,4.33499089420887,0.0,0.0
6479,0.0,17.190530362282775,0.0,0.0
6480,0.0,55.5509566949751,0.0,0.0
6481,0.0,45.043443824677624,0.0,0.0
6482,0.0,44.23246548380408,0.0,0.0
6483,0.0,50.39571940121891,0.0,0.0
6484,0.0,45.12679175000809,0.0,0.0
6485,0.0,46.27678458850952,0.0,0.0
6486,0.0,33.977148878294834,0.0,0.0
6487,0.0,41.261841210815604,0.0,0.0
6488,0.0,23.894184170374253,0.0,0.0
6489,0.0,21.91615776362374,0.0,0.0
6490,0.0,9.021323697091365,0.0,0.0
6491,0.0,16.230783225804764,0.0,0.0
6492,0.0,11.081892406265933,0.0,0.0
6493,0.0,21.18345450212925,0.0,0.0
6494,0.0,19.306017656745,0.0,0.0
6495,0.0,34.32528266113083,0.0,0.0
6496,0.0,28.564547843409294,0.0,0.0
6497,0.0,42.66647614175568,0.0,0.0
6498,0.0,23.758807083311428,0.0,0.0
6499,0.0,16.598432346845584,0.0,0.0
6500,0.0,10.038404636888579,0.0,0.0
6501,0.0,31.525116313183723,0.0,0.0
6502,0.0,31.368622374418518,0.0,0.0
6503,0.0,26.203240797380502,0.0,0.0
6504,0.0,27.60644150500962,0.0,0.0
6505,0.0,37.603210845572285,0.0,0.0
6506,0.0,53.85682368397591,0.0,0.0
6507,0.0,43.209555381268785,0.0,0.0
6508,0.0,34.35946682710583,0.0,0.0
6509,0.0,31.507242908242052,0.0,0.0
6510,0.0,42.829269760851915,0.0,0.0
6511,0.0,26.961383315394592,0.0,0.0
6512,0.0,43.5379311221122,0.0,0.0
6513,0.0,49.043070155959015,0.0,0.0
6514,0.0,24.392496072949555,0.0,0.0
6515,0.0,47.40301229450646,0.0,0.0
6516,0.0,19.13588763103173,0.0,0.0
6517,0.0,34.344790129134125,0.0,0.0
6518,0.0,33.541648628584475,0.0,0.0
6519,0.0,37.41291986724108,0.0,0.0
6520,0.0,73.39340549272734,0.0,0.0
6521,0.0,45.39795368651292,0.0,0.0
6522,0.0,45.27441491032158,0.0,0.0
6523,0.0,7.359447829354094,0.0,0.0
6524,0.0,9.625022494010615,0.0,0.0
6525,0.0,42.65698158930546,0.0,0.0
6526,0.0,37.27287411065308,0.0,0.0
6527,0.0,42.92929263279564,0.0,0.0
6528,0.0,63.319026169864784,0.0,0.0
6529,0.0,69.77717713860635,0.0,0.0
6530,0.0,65.55146670021816,0.0,0.0
6531,0.0,57.420612318266805,0.0,0.0
6532,0.0,49.73023609551723,0.0,0.0
6533,0.0,40.41503909628497,0.0,0.0
6534,0.0,32.164342937865676,0.0,0.0
6535,0.0,60.73682761608609,0.0,0.0
6536,0.0,38.759269272086485,0.0,0.0
6537,0.0,26.43802839068271,0.0,0.0
6538,0.0,32.90788303886548,0.0,0.0
6539,0.0,28.45541162470422,0.0,0.0
6540,0.0,30.21516179611644,0.0,0.0
6541,0.0,15.309785502161947,0.0,0.0
6542,0.0,38.0675968249633,0.0,0.0
6543,0.0,40.74936921268947,0.0,0.0
6544,0.0,13.245406770708946,0.0,0.0
6545,0.0,41.1192691466343,0.0,0.0
6546,0.0,34.48242933371424,0.0,0.0
6547,0.0,39.99551953768194,0.0,0.0
6548,0.0,52.09865319576156,0.0,0.0
6549,0.0,38.88924831181774,0.0,0.0
6550,0.0,40.25835334635667,0.0,0.0
6551,0.0,40.247735291444606,0.0,0.0
6552,0.0,0.0,0.0,0.0
6553,0.0,0.0,0.0,0.0
6554,0.0,0.0,0.0,0.0
6555,0.0,0.0,0.0,0.0
6556,0.0,0.0,0.0,0.0
6557,0.0,0.0,0.0,0.0
6558,0.0,0.0,0.0,0.0
6559,0.0,0.0,0.0,0.0
6560,0.0,0.0,0.0,0.0
6561,0.0,0.0,0.0,0.0
6562,0.0,0.0,0.0,0.0
6563,0.0,0.0,0.0,0.0
6564,0.0,0.0,0.0,0.0
6565,0.0,0.0,0.0,0.0
6566,0.0,0.0,0.0,0.0
6567,0.0,0.0,0.0,0.0
6568,0.0,0.0,0.0,0.0
6569,0.0,0.0,0.0,0.0
6570,0.0,0.0,0.0,0.0
6571,0.0,0.0,0.0,0.0
6572,0.0,0.0,0.0,0.0
6573,0.0,0.0,0.0,0.0
6574,0.0,0.0,0.0,0.0
6575,0.0,0.0,0.0,0.0
6576,0.0,0.0,0.0,0.0
6577,0.0,0.0,0.0,0.0
6578,0.0,0.0,0.0,0.0
6579,0.0,0.0,0.0,0.0
6580,0.0,0.0,0.0,0.0
6581,0.0,0.0,0.0,0.0
6582,0.0,0.0,0.0,0.0
6583,0.0,0.0,0.0,0.0
6584,0.0,0.0,0.0,0.0
6585,0.0,0.0,0.0,0.0
6586,0.0,0.0,0.0,0.0
6587,0.0,0.0,0.0,0.0
6588,0.0,0.0,0.0,0.0
6589,0.0,0.0,0.0,0.0
6590,0.0,0.0,0.0,0.0
6591,0.0,0.0,0.0,0.0
6592,0.0,0.0,0.0,0.0
6593,0.0,0.0,0.0,0.0
6594,0.0,0.0,0.0,0.0
6595,0.0,0.0,0.0,0.0
6596,0.0,0.0,0.0,0.0
6597,0.0,0.0,0.0,0.0
6598,0.0,0.0,0.0,0.0
6599,0.0,0.0,0.0,0.0
6600,0.0,0.0,0.0,0.0
6601,0.0,0.0,0.0,0.0
6602,0.0,0.0,0.0,0.0
6603,0.0,0.0,0.0,0.0
6604,0.0,0.0,0.0,0.0
6605,0.0,0.0,0.0,0.0
6606,0.0,0.0,0.0,0.0
6607,0.0,0.0,0.0,0.0
6608,0.0,0.0,0.0,0.0
6609,0.0,0.0,0.0,0.0
6610,0.0,0.0,0.0,0.0
6611,0.0,0.0,0.0,0.0
6612,0.0,0.0,0.0,0.0
6613,0.0,0.0,0.0,0.0
6614,0.0,0.0,0.0,0.0
6615,0.0,0.0,0.0,0.0
6616,0.0,0.0,0.0,0.0
6617,0.0,0.0,0.0,0.0
6618,0.0,0.0,0.0,0.0
6619,0.0,0.0,0.0,0.0
6620,0.0,0.0,0.0,0.0
6621,0.0,0.0,0.0,0.0
6622,0.0,0.0,0.0,0.0
6623,0.0,0.0,0.0,0.0
6624,0.0,0.0,0.0,0.0
6625,0.0,0.0,0.0,0.0
6626,0.0,0.0,0.0,0.0
6627,0.0,0.0,0.0,0.0
6628,0.0,0.0,0.0,0.0
6629,0.0,0.0,0.0,0.0
6630,0.0,0.0,0.0,0.0
6631,0.0,0.0,0.0,0.0
6632,0.0,0.0,0.0,0.0
6633,0.0,0.0,0.0,0.0
6634,0.0,0.0,0.0,0.0
6635,0.0,0.0,0.0,0.0
6636,0.0,0.0,0.0,0.0
6637,0.0,0.0,0.0,0.0
6638,0.0,0.0,0.0,0.0
6639,0.0,0.0,0.0,0.0
6640,0.0,0.0,0.0,0.0
6641,0.0,0.0,0.0,0.0
6642,0.0,0.0,0.0,0.0
6643,0.0,0.0,0.0,0.0
6644,0.0,0.0,0.0,0.0
6645,0.0,0.0,0.0,0.0
6646,0.0,0.0,0.0,0.0
6647,0.0,0.0,0.0,0.0
6648,0.0,0.0,4.098843658271518,0.0
6649,0.0,0.0,3.4731717651337535,0.0
6650,0.0,0.0,3.54102283561771,0.0
6651,0.0,0.0,3.3989007419182906,0.0
6652,0.0,0.0,8.914037560671508,0.0
6653,0.0,0.0,6.901419889673148,0.0
6654,0.0,0.0,6.289861966277721,0.0
6655,0.0,0.0,2.6535409420997182,0.0
6656,0.0,0.0,5.76282369001222,0.0
6657,0.0,0.0,2.021637705067458,0.0
6658,0.0,0.0,4.3181614327769795,0.0
6659,0.0,0.0,6.286081483716207,0.0
6660,0.0,0.0,8.991110893685786,0.0
6661,0.0,0.0,11.873913087824313,0.0
6662,0.0,0.0,11.095817773522018,0.0
6663,0.0,0.0,9.590801237941342,0.0
6664,0.0,0.0,8.9941745713633,0.0
6665,0.0,0.0,6.848804486424807,0.0
6666,0.0,0.0,6.7698680895181775,0.0
6667,0.0,0.0,12.421107711796633,0.0
6668,0.0,0.0,16.241394034357256,0.0
6669,0.0,0.0,12.404319793992482,0.0
6670,0.0,0.0,5.488545343817476,0.0
6671,0.0,0.0,3.0964288534231295,0.0
6672,0.0,18.272429318916668,0.0,0.0
6673,0.0,23.35271589195581,0.0,0.0
6674,0.0,21.218673305522135,0.0,0.0
6675,0.0,13.279836017588867,0.0,0.0
6676,0.0,11.475653553853633,0.0,0.0
6677,0.0,9.92074959469202,0.0,0.0
6678,0.0,7.132294683013043,0.0,0.0
6679,0.0,10.425472489424463,0.0,0.0
6680,0.0,12.091911842852959,0.0,0.0
6681,0.0,12.277259282007812,0.0,0.0
6682,0.0,10.672730972058545,0.0,0.0
6683,0.0,10.32450575970629,0.0,0.0
6684,0.0,10.094291825847744,0.0,0.0
6685,0.0,12.720475240743337,0.0,0.0
6686,0.0,11.466515879830443,0.0,0.0
6687,0.0,8.689211110967774,0.0,0.0
6688,0.0,20.317911806341666,0.0,0.0
6689,0.0,11.93872239002837,0.0,0.0
6690,0.0,12.45210818475772,0.0,0.0
6691,0.0,16.312812128144763,0.0,0.0
6692,0.0,17.38399480291914,0.0,0.0
6693,0.0,17.364544267689393,0.0,0.0
6694,0.0,26.3513369321927,0.0,0.0
6695,0.0,10.967840501799628,0.0,0.0
6696,0.0,0.0,0.0,0.0
6697,0.0,0.0,0.0,0.0
6698,0.0,0.0,0.0,0.0
6699,0.0,0.0,0.0,0.0
6700,0.0,0.0,0.0,0.0
6701,0.0,0.0,0.0,0.0
6702,0.0,0.0,0.0,0.0
6703,0.0,0.0,0.0,0.0
6704,0.0,0.0,0.0,0.0
6705,0.0,0.0,0.0,0.0
6706,0.0,0.0,0.0,0.0
6707,0.0,0.0,0.0,0.0
6708,0.0,0.0,0.0,0.0
6709,0.0,0.0,0.0,0.0
6710,0.0,0.0,0.0,0.0
6711,0.0,0.0,0.0,0.0
6712,0.0,0.0,0.0,0.0
6713,0.0,0.0,0.0,0.0
6714,0.0,0.0,0.0,0.0
6715,0.0,0.0,0.0,0.0
6716,0.0,0.0,0.0,0.0
6717,0.0,0.0,0.0,0.0
6718,0.0,0.0,0.0,0.0
6719,0.0,0.0,0.0,0.0
6720,0.0,0.0,0.0,0.0
6721,0.0,0.0,0.0,0.0
6722,0.0,0.0,0.0,0.0
6723,0.0,0.0,0.0,0.0
6724,0.0,0.0,0.0,0.0
6725,0.0,0.0,0.0,0.0
6726,0.0,0.0,0.0,0.0
6727,0.0,0.0,0.0,0.0
6728,0.0,0.0,0.0,0.0
6729,0.0,0.0,0.0,0.0
6730,0.0,0.0,0.0,0.0
6731,0.0,0.0,0.0,0.0
6732,0.0,0.0,0.0,0.0
6733,0.0,0.0,0.0,0.0
6734,0.0,0.0,0.0,0.0
6735,0.0,0.0,0.0,0.0
6736,0.0,0.0,0.0,0.0
6737,0.0,0.0,0.0,0.0
6738,0.0,0.0,0.0,0.0
6739,0.0,0.0,0.0,0.0
6740,0.0,0.0,0.0,0.0
6741,0.0,0.0,0.0,0.0
6742,0.0,0.0,0.0,0.0
6743,0.0,0.0,0.0,0.0
6744,0.0,0.0,3.1672396496028963,0.0
6745,0.0,0.0,7.0288412717040085,0.0
6746,0.0,0.0,5.272315171106471,0.0
6747,0.0,0.0,3.245215244785403,0.0
6748,0.0,0.0,4.992232634551719,0.0
6749,0.0,0.0,4.038413994346041,0.0
6750,0.0,0.0,3.2561091927656456,0.0
6751,0.0,0.0,2.3018583947988853,0.0
6752,0.0,0.0,4.124843173233586,0.0
6753,0.0,0.0,1.810393204329631,0.0
6754,0.0,0.0,6.042345419097915,0.0
6755,0.0,0.0,6.885259341029617,0.0
6756,0.0,0.0,8.492003449793247,0.0
6757,0.0,0.0,7.397163797959866,0.0
6758,0.0,0.0,7.178010747637829,0.0
6759,0.0,0.0,8.28720699379532,0.0
6760,0.0,0.0,8.033308936921175,0.0
6761,0.0,0.0,4.0670077309159645,0.0
6762,0.0,0.0,2.2305679140005363,0.0
6763,0.0,0.0,6.765845041563804,0.0
6764,0.0,0.0,13.126753045254608,0.0
6765,0.0,0.0,7.699779196323667,0.0
6766,0.0,0.0,2.447283587878403,0.0
6767,0.0,0.0,3.24820355154786,0.0
6768,0.0,0.0,1.1375807779841567,0.0
6769,0.0,0.0,2.524556271955835,0.0
6770,0.0,0.0,1.8936629550204551,0.0
6771,0.0,0.0,1.165587354070881,0.0
6772,0.0,0.0,1.7930654173905887,0.0
6773,0.0,0.0,1.4504813786624156,0.0
6774,0.0,0.0,1.1695001447623705,0.0
6775,0.0,0.0,0.8267608874790978,0.0
6776,0.0,0.0,1.4815242372512036,0.0
6777,0.0,0.0,0.6502408209295891,0.0
6778,0.0,0.0,2.170235524668371,0.0
6779,0.0,0.0,2.472985799724117,0.0
6780,0.0,0.0,3.05008176197565,0.0
6781,0.0,0.0,2.6568470589885633,0.0
6782,0.0,0.0,2.5781336286631378,0.0
6783,0.0,0.0,2.976524804651082,0.0
6784,0.0,0.0,2.885331973977922,0.0
6785,0.0,0.0,1.4607514209362185,0.0
6786,0.0,0.0,0.8011554109185799,0.0
6787,0.0,0.0,2.4300956408737178,0.0
6788,0.0,0.0,4.714749622277202,0.0
6789,0.0,0.0,2.765537748164496,0.0
6790,0.0,0.0,0.8789934061969775,0.0
6791,0.0,0.0,1.166660667336619,0.0
6792,0.0,0.0,7.380236903230118,0.0
6793,0.0,0.0,16.378461840385455,0.0
6794,0.0,0.0,12.285440729481454,0.0
6795,0.0,0.0,7.561934036628098,0.0
6796,0.0,0.0,11.632798144481342,0.0
6797,0.0,0.0,9.410229502314559,0.0
6798,0.0,0.0,7.587318890886201,0.0
6799,0.0,0.0,5.363743243563757,0.0
6800,0.0,0.0,9.61162500316392,0.0
6801,0.0,0.0,4.21854113174725,0.0
6802,0.0,0.0,14.079749427764646,0.0
6803,0.0,0.0,16.043890168951297,0.0
6804,0.0,0.0,19.78789235300822,0.0
6805,0.0,0.0,17.23671944047114,0.0
6806,0.0,0.0,16.726053495238702,0.0
6807,0.0,0.0,19.31067984956026,0.0
6808,0.0,0.0,18.71905180233121,0.0
6809,0.0,0.0,9.47685804109944,0.0
6810,0.0,0.0,5.197623626659189,0.0
6811,0.0,0.0,15.765633416323986,0.0
6812,0.0,0.0,30.587690848187908,0.0
6813,0.0,0.0,17.941867638136017,0.0
6814,0.0,0.0,5.702610047267539,0.0
6815,0.0,0.0,7.568897327785816,0.0
6816,0.0,0.0,0.0,0.0
6817,0.0,0.0,0.0,0.0
6818,0.0,0.0,0.0,0.0
6819,0.0,0.0,0.0,0.0
6820,0.0,0.0,0.0,0.0
6821,0.0,0.0,0.0,0.0
6822,0.0,0.0,0.0,0.0
6823,0.0,0.0,0.0,0.0
6824,0.0,0.0,0.0,0.0
6825,0.0,0.0,0.0,0.0
6826,0.0,0.0,0.0,0.0
6827,0.0,0.0,0.0,0.0
6828,0.0,0.0,0.0,0.0
6829,0.0,0.0,0.0,0.0
6830,0.0,0.0,0.0,0.0
6831,0.0,0.0,0.0,0.0
6832,0.0,0.0,0.0,0.0
6833,0.0,0.0,0.0,0.0
6834,0.0,0.0,0.0,0.0
6835,0.0,0.0,0.0,0.0
6836,0.0,0.0,0.0,0.0
6837,0.0,0.0,0.0,0.0
6838,0.0,0.0,0.0,0.0
6839,0.0,0.0,0.0,0.0
6840,0.0,0.0,0.0,0.0
6841,0.0,0.0,0.0,0.0
6842,0.0,0.0,0.0,0.0
6843,0.0,0.0,0.0,0.0
6844,0.0,0.0,0.0,0.0
6845,0.0,0.0,0.0,0.0
6846,0.0,0.0,0.0,0.0
6847,0.0,0.0,0.0,0.0
6848,0.0,0.0,0.0,0.0
6849,0.0,0.0,0.0,0.0
6850,0.0,0.0,0.0,0.0
6851,0.0,0.0,0.0,0.0
6852,0.0,0.0,0.0,0.0
6853,0.0,0.0,0.0,0.0
6854,0.0,0.0,0.0,0.0
6855,0.0,0.0,0.0,0.0
6856,0.0,0.0,0.0,0.0
6857,0.0,0.0,0.0,0.0
6858,0.0,0.0,0.0,0.0
6859,0.0,0.0,0.0,0.0
6860,0.0,0.0,0.0,0.0
6861,0.0,0.0,0.0,0.0
6862,0.0,0.0,0.0,0.0
6863,0.0,0.0,0.0,0.0
6864,0.0,0.0,0.0,0.0
6865,0.0,0.0,0.0,0.0
6866,0.0,0.0,0.0,0.0
6867,0.0,0.0,0.0,0.0
6868,0.0,0.0,0.0,0.0
6869,0.0,0.0,0.0,0.0
6870,0.0,0.0,0.0,0.0
6871,0.0,0.0,0.0,0.0
6872,0.0,0.0,0.0,0.0
6873,0.0,0.0,0.0,0.0
6874,0.0,0.0,0.0,0.0
6875,0.0,0.0,0.0,0.0
6876,0.0,0.0,0.0,0.0
6877,0.0,0.0,0.0,0.0
6878,0.0,0.0,0.0,0.0
6879,0.0,0.0,0.0,0.0
6880,0.0,0.0,0.0,0.0
6881,0.0,0.0,0.0,0.0
6882,0.0,0.0,0.0,0.0
6883,0.0,0.0,0.0,0.0
6884,0.0,0.0,0.0,0.0
6885,0.0,0.0,0.0,0.0
6886,0.0,0.0,0.0,0.0
6887,0.0,0.0,0.0,0.0
6888,0.0,0.0,8.071349128957007,0.0
6889,0.0,0.0,8.974122403328577,0.0
6890,0.0,0.0,5.105954949199666,0.0
6891,0.0,0.0,5.312957040950245,0.0
6892,0.0,0.0,9.552123227039338,0.0
6893,0.0,0.0,8.541134459573799,0.0
6894,0.0,0.0,5.8355165687706645,0.0
6895,0.0,0.0,9.965063856463846,0.0
6896,0.0,0.0,9.988260882594137,0.0
6897,0.0,0.0,2.715285433836499,0.0
6898,0.0,0.0,9.243909790646404,0.0
6899,0.0,0.0,4.6748122677919905,0.0
6900,0.0,0.0,6.480028300960613,0.0
6901,0.0,0.0,5.482845012111925,0.0
6902,0.0,0.0,8.368404968312632,0.0
6903,0.0,0.0,15.183817287181562,0.0
6904,0.0,0.0,15.736929650449408,0.0
6905,0.0,0.0,9.162478024936917,0.0
6906,0.0,0.0,5.899447332000292,0.0
6907,0.0,0.0,17.43419009253827,0.0
6908,0.0,0.0,29.536377101655543,0.0
6909,0.0,0.0,20.15768343956812,0.0
6910,0.0,0.0,6.937231681582711,0.0
6911,0.0,0.0,4.226464516562116,0.0
6912,0.0,0.0,0.0,0.0
6913,0.0,0.0,0.0,0.0
6914,0.0,0.0,0.0,0.0
6915,0.0,0.0,0.0,0.0
6916,0.0,0.0,0.0,0.0
6917,0.0,0.0,0.0,0.0
6918,0.0,0.0,0.0,0.0
6919,0.0,0.0,0.0,0.0
6920,0.0,0.0,0.0,0.0
6921,0.0,0.0,0.0,0.0
6922,0.0,0.0,0.0,0.0
6923,0.0,0.0,0.0,0.0
6924,0.0,0.0,0.0,0.0
6925,0.0,0.0,0.0,0.0
6926,0.0,0.0,0.0,0.0
6927,0.0,0.0,0.0,0.0
6928,0.0,0.0,0.0,0.0
6929,0.0,0.0,0.0,0.0
6930,0.0,0.0,0.0,0.0
6931,0.0,0.0,0.0,0.0
6932,0.0,0.0,0.0,0.0
6933,0.0,0.0,0.0,0.0
6934,0.0,0.0,0.0,0.0
6935,0.0,0.0,0.0,0.0
6936,0.0,0.0,6.371520744176183,0.0
6937,0.0,0.0,7.084169714384911,0.0
6938,0.0,0.0,4.030639408341225,0.0
6939,0.0,0.0,4.194046801653562,0.0
6940,0.0,0.0,7.540443402907654,0.0
6941,0.0,0.0,6.742369152727351,0.0
6942,0.0,0.0,4.606555146711975,0.0
6943,0.0,0.0,7.866418620241786,0.0
6944,0.0,0.0,7.884730346178916,0.0
6945,0.0,0.0,2.1434455617811046,0.0
6946,0.0,0.0,7.297139802451806,0.0
6947,0.0,0.0,3.690295496264195,0.0
6948,0.0,0.0,5.115332527779598,0.0
6949,0.0,0.0,4.328156318556906,0.0
6950,0.0,0.0,6.60601654065248,0.0
6951,0.0,0.0,11.986101118334314,0.0
6952,0.0,0.0,12.422727863146775,0.0
6953,0.0,0.0,7.232857589383923,0.0
6954,0.0,0.0,4.657022073318732,0.0
6955,0.0,0.0,13.762544781267902,0.0
6956,0.0,0.0,23.316007820284582,0.0
6957,0.0,0.0,15.912469667427409,0.0
6958,0.0,0.0,5.476248748525164,0.0
6959,0.0,0.0,3.3363699068832005,0.0
6960,0.0,0.0,0.0,0.0
6961,0.0,0.0,0.0,0.0
6962,0.0,0.0,0.0,0.0
6963,0.0,0.0,0.0,0.0
6964,0.0,0.0,0.0,0.0
6965,0.0,0.0,0.0,0.0
6966,0.0,0.0,0.0,0.0
6967,0.0,0.0,0.0,0.0
6968,0.0,0.0,0.0,0.0
6969,0.0,0.0,0.0,0.0
6970,0.0,0.0,0.0,0.0
6971,0.0,0.0,0.0,0.0
6972,0.0,0.0,0.0,0.0
6973,0.0,0.0,0.0,0.0
6974,0.0,0.0,0.0,0.0
6975,0.0,0.0,0.0,0.0
6976,0.0,0.0,0.0,0.0
6977,0.0,0.0,0.0,0.0
6978,0.0,0.0,0.0,0.0
6979,0.0,0.0,0.0,0.0
6980,0.0,0.0,0.0,0.0
6981,0.0,0.0,0.0,0.0
6982,0.0,0.0,0.0,0.0
6983,0.0,0.0,0.0,0.0
6984,0.0,0.0,0.0,0.0
6985,0.0,0.0,0.0,0.0
6986,0.0,0.0,0.0,0.0
6987,0.0,0.0,0.0,0.0
6988,0.0,0.0,0.0,0.0
6989,0.0,0.0,0.0,0.0
6990,0.0,0.0,0.0,0.0
6991,0.0,0.0,0.0,0.0
6992,0.0,0.0,0.0,0.0
6993,0.0,0.0,0.0,0.0
6994,0.0,0.0,0.0,0.0
6995,0.0,0.0,0.0,0.0
6996,0.0,0.0,0.0,0.0
6997,0.0,0.0,0.0,0.0
6998,0.0,0.0,0.0,0.0
6999,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0
7001,0.0,0.0,0.0,0.0
7002,0.0,0.0,0.0,0.0
7003,0.0,0.0,0.0,0.0
7004,0.0,0.0,0.0,0.0
7005,0.0,0.0,0.0,0.0
7006,0.0,0.0,0.0,0.0
7007,0.0,0.0,0.0,0.0
7008,0.0,0.0,0.0,0.0
7009,0.0,0.0,0.0,0.0
7010,0.0,0.0,0.0,0.0
7011,0.0,0.0,0.0,0.0
7012,0.0,0.0,0.0,0.0
7013,0.0,0.0,0.0,0.0
7014,0.0,0.0,0.0,0.0
7015,0.0,0.0,0.0,0.0
7016,0.0,0.0,0.0,0.0
7017,0.0,0.0,0.0,0.0
7018,0.0,0.0,0.0,0.0
7019,0.0,0.0,0.0,0.0
7020,0.0,0.0,0.0,0.0
7021,0.0,0.0,0.0,0.0
7022,0.0,0.0,0.0,0.0
7023,0.0,0.0,0.0,0.0
7024,0.0,0.0,0.0,0.0
7025,0.0,0.0,0.0,0.0
7026,0.0,0.0,0.0,0.0
7027,0.0,0.0,0.0,0.0
7028,0.0,0.0,0.0,0.0
7029,0.0,0.0,0.0,0.0
7030,0.0,0.0,0.0,0.0
7031,0.0,0.0,0.0,0.0
7032,0.0,0.0,0.0,0.0
7033,0.0,0.0,0.0,0.0
7034,0.0,0.0,0.0,0.0
7035,0.0,0.0,0.0,0.0
7036,0.0,0.0,0.0,0.0
7037,0.0,0.0,0.0,0.0
7038,0.0,0.0,0.0,0.0
7039,0.0,0.0,0.0,0.0
7040,0.0,0.0,0.0,0.0
7041,0.0,0.0,0.0,0.0
7042,0.0,0.0,0.0,0.0
7043,0.0,0.0,0.0,0.0
7044,0.0,0.0,0.0,0.0
7045,0.0,0.0,0.0,0.0
7046,0.0,0.0,0.0,0.0
7047,0.0,0.0,0.0,0.0
7048,0.0,0.0,0.0,0.0
7049,0.0,0.0,0.0,0.0
7050,0.0,0.0,0.0,0.0
7051,0.0,0.0,0.0,0.0
7052,0.0,0.0,0.0,0.0
7053,0.0,0.0,0.0,0.0
7054,0.0,0.0,0.0,0.0
7055,0.0,0.0,0.0,0.0
7056,0.0,0.0,0.0,0.0
7057,0.0,0.0,0.0,0.0
7058,0.0,0.0,0.0,0.0
7059,0.0,0.0,0.0,0.0
7060,0.0,0.0,0.0,0.0
7061,0.0,0.0,0.0,0.0
7062,0.0,0.0,0.0,0.0
7063,0.0,0.0,0.0,0.0
7064,0.0,0.0,0.0,0.0
7065,0.0,0.0,0.0,0.0
7066,0.0,0.0,0.0,0.0
7067,0.0,0.0,0.0,0.0
7068,0.0,0.0,0.0,0.0
7069,0.0,0.0,0.0,0.0
7070,0.0,0.0,0.0,0.0
7071,0.0,0.0,0.0,0.0
7072,0.0,0.0,0.0,0.0
7073,0.0,0.0,0.0,0.0
7074,0.0,0.0,0.0,0.0
7075,0.0,0.0,0.0,0.0
7076,0.0,0.0,0.0,0.0
7077,0.0,0.0,0.0,0.0
7078,0.0,0.0,0.0,0.0
7079,0.0,0.0,0.0,0.0
7080,0.0,0.0,0.0,0.0
7081,0.0,0.0,0.0,0.0
7082,0.0,0.0,0.0,0.0
7083,0.0,0.0,0.0,0.0
7084,0.0,0.0,0.0,0.0
7085,0.0,0.0,0.0,0.0
7086,0.0,0.0,0.0,0.0
7087,0.0,0.0,0.0,0.0
7088,0.0,0.0,0.0,0.0
7089,0.0,0.0,0.0,0.0
7090,0.0,0.0,0.0,0.0
7091,0.0,0.0,0.0,0.0
7092,0.0,0.0,0.0,0.0
7093,0.0,0.0,0.0,0.0
7094,0.0,0.0,0.0,0.0
7095,0.0,0.0,0.0,0.0
7096,0.0,0.0,0.0,0.0
7097,0.0,0.0,0.0,0.0
7098,0.0,0.0,0.0,0.0
7099,0.0,0.0,0.0,0.0
7100,0.0,0.0,0.0,0.0
7101,0.0,0.0,0.0,0.0
7102,0.0,0.0,0.0,0.0
7103,0.0,0.0,0.0,0.0
7104,0.0,0.0,0.0,0.0
7105,0.0,0.0,0.0,0.0
7106,0.0,0.0,0.0,0.0
7107,0.0,0.0,0.0,0.0
7108,0.0,0.0,0.0,0.0
7109,0.0,0.0,0.0,0.0
7110,0.0,0.0,0.0,0.0
7111,0.0,0.0,0.0,0.0
7112,0.0,0.0,0.0,0.0
7113,0.0,0.0,0.0,0.0
